"5","Natura 2000","59.39520031","24.68770635",38,"mänd"
"5","Natura 2000","59.39479145","24.68860346",47,"mänd"
"5","Natura 2000","59.39483713","24.68864825",47,"mänd"
"5","Natura 2000","59.39485138","24.68880627",44,"mänd"
"5","Natura 2000","59.39481989","24.68886780",35,"mänd"
"5","Natura 2000","59.39481506","24.68887196",36,"mänd"
"5","Natura 2000","59.39487718","24.68901526",69,"mänd"
"5","Natura 2000","59.39484932","24.68897246",35,"mänd"
"5","Natura 2000","59.39484064","24.68903535",9,"lepp"
"5","Natura 2000","59.39483440","24.68905762",21,"mänd"
"5","Natura 2000","59.39490479","24.68901549",6,"lepp"
"5","Natura 2000","59.39504788","24.68979742",34,"mänd"
"5","Natura 2000","59.39511010","24.69013728",45,"mänd"
"5","Natura 2000","59.39516706","24.69037605",10,"lepp"
"5","Natura 2000","59.39513513","24.69044875",6,"lepp"
"5","Natura 2000","59.39528613","24.69079717",11,"lepp"
"5","Natura 2000","59.39530171","24.69080158",46,"lepp"
"5","Natura 2000","59.39527550","24.69080336",19,"lepp"
"5","Natura 2000","59.39527629","24.69079991",47,"lepp"
"5","Natura 2000","59.39551154","24.69201844",13,"lepp"
"5","Natura 2000","59.39551294","24.69202402",7,"lepp"
"5","Natura 2000","59.39551664","24.69241036",29,"lepp"
"5","Natura 2000","59.39550810","24.69243140",21,"lepp"
"5","Natura 2000","59.39552821","24.69240332",34,"lepp"
"5","Natura 2000","59.39554970","24.69243628",6,"lepp"
"5","Natura 2000","59.39569820","24.69307735",45,"mänd"
"5","Natura 2000","59.39567860","24.69309830",38,"mänd"
"5","Natura 2000","59.39575216","24.69315912",40,"mänd"
"5","Natura 2000","59.39573313","24.69320461",20,"mänd"
"5","Natura 2000","59.39573228","24.69320707",29,"mänd"
"5","Natura 2000","59.39587921","24.69336606",46,"mänd"
"5","Natura 2000","59.39591945","24.69333689",49,"mänd"
"5","Natura 2000","59.39550599","24.69358177",56,"mänd"
"5","Natura 2000","59.39518507","24.69356258",43,"mänd"
"5","Natura 2000","59.39514588","24.69348796",51,"mänd"
"5","Natura 2000","59.39508379","24.69340406",13,"lepp"
"5","Natura 2000","59.39507702","24.69339987",34,"lepp"
"5","Natura 2000","59.39505842","24.69340537",32,"lepp"
"5","Natura 2000","59.39504137","24.69340744",19,"lepp"
